,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
2283,3,Portsmouthcurl Road,Lee,Taylor,34,Head,Single,Male,Unemployed,None,Christian
2284,4,Portsmouthcurl Road,Marion,Scott,74,Head,Married,Female,Retired Copy,None,Christian
2285,4,Portsmouthcurl Road,Ben,Scott,76,Husband,Married,Male,Retired TEFL teacher,None,Christian
2286,5,Portsmouthcurl Road,Ashleigh,Lynch,44,Head,Married,Female,Automotive engineer,None,None
2287,5,Portsmouthcurl Road,Benjamin,Lynch,46,Husband,Married,Male,Unemployed,None,None
2288,5,Portsmouthcurl Road,Oliver,Lynch,11,Son,NA,M,Student,None,NA
2289,5,Portsmouthcurl Road,Beverley,Lynch,9,Daughter,NA,Female,Student,None,NA
2290,6,Portsmouthcurl Road,Judith,Davies,70,Head,Widowed,Female,Retired Financial trader,None,None
2291,7,Portsmouthcurl Road,Jack,Ward,23,Head,Married,Male,"Engineer, electrical",None,Catholic
2292,7,Portsmouthcurl Road,Joyce,Ward,23,Wife,Married,Female,Financial controller,None,Catholic
2293,8,Portsmouthcurl Road,Amelia,Bowen,54,Head,Married,Female,Estate agent,None,Christian
2294,8,Portsmouthcurl Road,Steven,Bowen,54,Husband,Married,Male,Diplomatic Services operational officer,None,Christian
2295,8,Portsmouthcurl Road,Donna,Bowen,28,Daughter,Single,Female,Visual merchandiser,None,Christian
2296,8,Portsmouthcurl Road,Abdul,Bowen,24,Son,Single,Male,Unemployed,None,None
2297,9,Portsmouthcurl Road,Dennis,Quinn,40,Head,Married,Male,"Lecturer, further education",None,None
2298,9,Portsmouthcurl Road,Shannon,Quinn,38,Wife,Married,Female,Unemployed,None,None
2299,10,Portsmouthcurl Road,Michael,Watkins,66,Head,Married,Male,Unemployed,None,None
2300,10,Portsmouthcurl Road,Lorraine,Watkins,65,Wife,Married,Female,Youth worker,None,None
2301,11,Portsmouthcurl Road,Alison,Thompson,30,Head,Single,Female,Primary school teacher,None,Christian
2302,12,Portsmouthcurl Road,Carole,Hammond,48,Head,Single,Female,Nature conservation officer,None,None
2303,12,Portsmouthcurl Road,Alexander,Smith,51,Partner,Single,Male,Electrical engineer,None,None
2304,12,Portsmouthcurl Road,Neil,Hammond,16,Son,NA,Male,Student,None,NA
2305,13,Portsmouthcurl Road,Dean,Richardson,58,Head,Single,Male,"Embryologist, clinical",None,Christian
2306,13,Portsmouthcurl Road,Holly,Webb,56,Partner,Single,Female,Town planner,None,None
2307,14,Portsmouthcurl Road,Nicole,Smith,21,Head,Single,Female,University Student,None,None
2308,14,Portsmouthcurl Road,Raymond,Evans,18,None,Single,Male,University Student,None,None
2309,14,Portsmouthcurl Road,Shannon,Rogers,21,None,Single,Female,University Student,None,Catholic
2310,14,Portsmouthcurl Road,Debra,Horton,18,None,Single,Female,University Student,None,Muslim
2311,14,Portsmouthcurl Road,Joel,Briggs,21,None,Single,Male,University Student,None,Muslim
2312,15,Portsmouthcurl Road,Emma,Hunt,44,Head,Single,Female,Market researcher,None,None
2313,15,Portsmouthcurl Road,Leslie,Mitchell,45,Partner,Single,Male,Charity fundraiser,None,None
2314,15,Portsmouthcurl Road,Iain,Hunt,16,Son,NA,Male,Student,None,NA
2315,15,Portsmouthcurl Road,Leonard,Hunt,15,Son,NA,Male,Student,None,NA
2316,16,Portsmouthcurl Road,Sharon,Hughes,34,Head,Single,Female,Unemployed,None,None
2317,16,Portsmouthcurl Road,Alexandra,King,64,Cousin,Single,Female,Primary school teacher,None,Christian
2318,17,Portsmouthcurl Road,Pauline,Rowe,22,Head,Married,Female,University Student,None,Christian
2319,17,Portsmouthcurl Road,Bradley,Rowe,30,Husband,Married,Male,Human resources officer,None,Christian
2320,18,Portsmouthcurl Road,Derek,Turner,58,Head,Single,Male,Unemployed,None,Catholic
2321,18,Portsmouthcurl Road,Lucy,Smith,59,Partner,Single,Female,"Conservation officer, nature",None,None
2322,19,Portsmouthcurl Road,Rachel,Williams,19,Head,Single,Female,University Student,None,Muslim
2323,19,Portsmouthcurl Road,Graham,Daniels,19,Partner,Single,Male,University Student,None,Muslim
2324,19,Portsmouthcurl Road,Kelly,Williams,2,Daughter,NA,Female,Child,None,NA
2325,20,Portsmouthcurl Road,Leon,Curtis,29,Head,Single,Male,Armed forces technical officer,None,None
2326,20,Portsmouthcurl Road,Lauren,Hart,31,None,Single,Female,Make,None,Catholic
2327,20,Portsmouthcurl Road,Sam,Brooks,22,None,Single,Male,University Student,None,Christian
2328,20,Portsmouthcurl Road,Deborah,Walker,39,None,Single,Female,Public affairs consultant,None,Catholic
2329,21,Portsmouthcurl Road,Sheila,James,20,Head,Single,Female,University Student,None,Methodist
2330,21,Portsmouthcurl Road,Robert,Gray,19,None,Single,Male,University Student,None,None
2331,21,Portsmouthcurl Road,Geoffrey,Ali,22,None,Single,Male,University Student,None,Christian
2332,21,Portsmouthcurl Road,Russell,Bennett,19,None,Single,m,University Student,None,Catholic
2333,22,Portsmouthcurl Road,Grace,Howard,49,Head,Single,Female,"Radiographer, therapeutic",None,Christian
2334,22,Portsmouthcurl Road,Eric,Howard,21,Son,Divorced,Male,University Student,None,Christian
2335,23,Portsmouthcurl Road,Shirley,White,26,Head,Single,Female,Horticultural therapist,None,Christian
2336,23,Portsmouthcurl Road,Leonard,Adams,24,Partner,Single,M,Oceanographer,None,Christian
2337,24,Portsmouthcurl Road,Geoffrey,Thomas,79,Head,Married,Male,Retired Radio broadcast assistant,None,Christian
2338,24,Portsmouthcurl Road,Francesca,Thomas,77,Wife,Married,Female,Retired Podiatrist,None,None
2339,1,Forgottencrib Lane,Mohammed,Gill,33,Head,Single,Male,Ergonomist,None,None
2340,1,Forgottencrib Lane,Rebecca,Watson,47,None,Single,Female,Clinical biochemist,None,None
2341,1,Forgottencrib Lane,Abdul,Potts,31,None,Single,Male,Product designer,None,Christian
2342,1,Forgottencrib Lane,Brett,Wilkins,49,None,Single,Male,IT trainer,None,Catholic
2343,1,Forgottencrib Lane,Catherine,Jones,20,None,Single,F,University Student,None,None
2344,1,Forgottencrib Lane,Karen,Burrows,21,None,Single,Female,University Student,None,Sikh
2345,1,Forgottencrib Lane,Callum,Booth,31,None,Single,m,Video editor,None,Christian
2346,1,Forgottencrib Lane,Rachael,Griffiths,60,None,Single,Female,Freight forwarder,None,Christian
2347,1,Forgottencrib Lane,Nicola,Roberts,20,None,Single,Female,University Student,None,None
2348,1,Forgottencrib Lane,Hugh,Parkes,56,None,Single,m,"Buyer, retail",None,Christian
2349,1,Forgottencrib Lane,Elliott,Hyde,52,None,Single,Male,Unemployed,None,Christian
2350,2,Forgottencrib Lane,Clive,Carr,43,Head,Single,Male,Geoscientist,None,None
2351,2,Forgottencrib Lane,Matthew,Carr,16,Son,NA,Male,Student,None,NA
2352,2,Forgottencrib Lane,Colin,Carr,15,Son,NA,Male,Student,None,NA
2353,3,Forgottencrib Lane,Rebecca,Young,45,Head,Single,Female,Government social research officer,None,Christian
2354,3,Forgottencrib Lane,Pamela,Young,8,Daughter,NA,Female,Student,None,NA
2355,3,Forgottencrib Lane,Brenda,Young,5,Daughter,NA,Female,Student,None,NA
2356,3,Forgottencrib Lane,Declan,Young,4,Son,NA,Male,Child,None,NA
2357,3,Forgottencrib Lane,Elizabeth,Walsh,21,Lodger,Single,Female,University Student,None,Sikh
2358,3,Forgottencrib Lane,Stanley,Cooke,64,Lodger,Divorced,Male,"Copywriter, advertising",None,None
2359,3,Forgottencrib Lane,Melanie,Cartwright,63,Lodger,Single,Female,"Production assistant, television",None,None
2360,3,Forgottencrib Lane,Steven,Rogers,60,Sibling,Single,Male,Editorial assistant,None,Christian
2361,4,Forgottencrib Lane,Angela,Harris,48,Head,Married,Female,"Administrator, Civil Service",None,None
2362,4,Forgottencrib Lane,Jeremy,Harris,54,Husband,Married,Male,Sports administrator,None,None
2363,4,Forgottencrib Lane,Marie,Harris,26,Daughter,Divorced,Female,Advice worker,None,None
2364,4,Forgottencrib Lane,Mitchell,Harris,21,Son,Single,Male,University Student,None,None
2365,4,Forgottencrib Lane,Jessica,Harris,5,Daughter,NA,Female,Student,None,NA
2366,5,Forgottencrib Lane,Deborah,Johnson,58,Head,Divorced,Female,Graphic designer,None,Catholic
2367,5,Forgottencrib Lane,Jessica,Johnson,42,Daughter,Single,Female,"Designer, blown glass/stained glass",None,None
2368,5,Forgottencrib Lane,Zoe,Johnson,38,Daughter,Single,Female,Copy,None,Catholic
2369,5,Forgottencrib Lane,Suzanne,Johnson,32,Daughter,Single,Female,Primary school teacher,None,Catholic
2370,5,Forgottencrib Lane,Robert,Johnson,30,Son,Single,Male,"Surveyor, building",None,Catholic
2371,5,Forgottencrib Lane,Jamie,Johnson,26,Son,Single,Male,"Lecturer, higher education",None,Catholic
2372,5,Forgottencrib Lane,Ashley,Johnson,24,Son,Single,m,"Research officer, political party",None,Catholic
2373,5,Forgottencrib Lane,Jordan,Johnson,21,Son,Single,Male,University Student,None,Catholic
2374,6,Forgottencrib Lane,Grace,Shepherd,32,Head,Single,Female,Medical sales representative,None,None
2375,6,Forgottencrib Lane,Charlie,Goodwin,34,Partner,Single,Male,"Engineer, production",None,None
2376,6,Forgottencrib Lane,Janice,Shepherd,0,Daughter,NA,Female,Child,None,NA
2377,6,Forgottencrib Lane,Irene,Matthews,19,Lodger,Divorced,Female,University Student,None,None
2378,6,Forgottencrib Lane,Josephine,Begum,59,Lodger,Single,Female,English as a foreign language teacher,None,Christian
2379,6,Forgottencrib Lane,Shane,Walker,52,Visitor,Single,Male,"Journalist, broadcasting",None,Christian
2380,6,Forgottencrib Lane,Julian,Farmer,33,Sibling,Single,Male,Nutritional therapist,None,None
2381,7,Forgottencrib Lane,Jean,Wallis,46,Head,Married,Female,Television floor manager,None,Christian
2382,7,Forgottencrib Lane,Gerard,Wallis,45,Husband,Married,Male,Hotel manager,Mental Disability,Christian
2383,7,Forgottencrib Lane,Tom,Wallis,12,Son,NA,Male,Student,None,NA
2384,7,Forgottencrib Lane,Joanna,Wallis,10,Daughter,NA,Female,Student,None,NA
2385,7,Forgottencrib Lane,Malcolm,Wallis,9,Son,NA,Male,Student,None,NA
2386,7,Forgottencrib Lane,Chelsea,Wallis,6,Daughter,NA,Female,Student,None,NA
2387,7,Forgottencrib Lane,Alex,Wallis,4,Son,NA,Male,Child,None,NA
2388,7,Forgottencrib Lane,Helen,Wallis,0,Daughter,NA,Female,Child,None,NA
2389,7,Forgottencrib Lane,Kathleen,Marshall,47,Lodger,Single,Female,Unemployed,None,Christian
2390,7,Forgottencrib Lane,Amber,Kaur,42,Lodger,Single,Female,Air traffic controller,None,Catholic
2391,7,Forgottencrib Lane,Damian,Bennett,59,Lodger,Single,Male,Bookseller,None,Christian
2392,7,Forgottencrib Lane,Ian,Potter,58,Lodger,Single,Male,"Buyer, retail",None,None
2393,8,Forgottencrib Lane,Katie,Kelly,34,Head,Married,Female,Technical sales engineer,None,None
2394,8,Forgottencrib Lane,Tom,Kelly,35,Husband,Married,Male,Printmaker,None,None
2395,8,Forgottencrib Lane,Donald,Kelly,1,Son,NA,Male,Child,None,NA
2396,8,Forgottencrib Lane,Judith,O'Connor,55,Lodger,Divorced,Female,"Engineer, civil (contracting)",None,None
2397,8,Forgottencrib Lane,Gerard,Sykes,62,Lodger,Divorced,Male,Fisheries officer,None,Christian
2398,8,Forgottencrib Lane,Jason,Jones,23,Lodger,Divorced,Male,Health visitor,None,None
2399,8,Forgottencrib Lane,Ian,Jones,62,Sibling,Single,Male,Purchasing manager,None,Christian
2400,8,Forgottencrib Lane,Oliver,Webb,36,Lodger,Single,Male,Unemployed,None,None
2401,8,Forgottencrib Lane,Luke,Parry,22,Lodger,Divorced,Male,University Student,None,None
2402,8,Forgottencrib Lane,Howard,Gill,54,Lodger,Single,Male,"Production designer, theatre/television/film",None,Christian
2403,8,Forgottencrib Lane,Bethan,Wilkins,55,Lodger,Divorced,Female,Unemployed,None,None
2404,8,Forgottencrib Lane,Aaron,Jones,53,Lodger,Divorced,Male,Public relations officer,None,Christian
2405,8,Forgottencrib Lane,Patrick,Evans,21,Lodger,Single,Male,University Student,None,None
2406,8,Forgottencrib Lane,Brian,Collins,40,Lodger,Single,Male,Senior tax professional/tax inspector,None,Catholic
2407,9,Forgottencrib Lane,Laura,Wood,66,Head,Married,Female,Osteopath,None,None
2408,9,Forgottencrib Lane,Josh,Wood,67,Husband,Married,Male,"Designer, industrial/product",None,None
2409,9,Forgottencrib Lane,Antony,Harrison,12,Grandson,NA,Male,Student,None,NA
2410,9,Forgottencrib Lane,Sean,Harrison,10,Grandson,NA,Male,Student,None,NA
2411,9,Forgottencrib Lane,Charlene,Harrison,7,Granddaughter,NA,Female,Student,None,NA
2412,10,Forgottencrib Lane,Pamela,Green,51,Head,Married,Female,Counsellor,None,Christian
2413,10,Forgottencrib Lane,Oliver,Green,54,Husband,Married,Male,Ergonomist,None,Christian
2414,10,Forgottencrib Lane,Lauren,Green,12,Daughter,NA,Female,Student,None,NA
2415,10,Forgottencrib Lane,Francis,Green,9,Son,NA,Male,Student,None,NA
2416,10,Forgottencrib Lane,Anne,Green,8,Daughter,NA,Female,Student,None,NA
2417,11,Forgottencrib Lane,Leonard,Stewart,72,Head,Married,M,Retired Press sub,None,Christian
2418,11,Forgottencrib Lane,Grace,Stewart,71,Wife,Married,Female,Retired Legal executive,None,Christian
2419,11,Forgottencrib Lane,Norman,Stewart,35,Son,Divorced,Male,"Accountant, chartered management",None,Christian
2420,11,Forgottencrib Lane,Amelia,Stewart,31,Daughter,Single,Female,Air traffic controller,None,Christian
2421,11,Forgottencrib Lane,Lesley,Stewart,28,Daughter,Single,Female,"Designer, furniture",None,Christian
2422,12,Forgottencrib Lane,Leah,Taylor,34,Head,Divorced,Female,Unemployed,None,None
2423,12,Forgottencrib Lane,Derek,Taylor,4,Son,NA,Male,Child,None,NA
2424,12,Forgottencrib Lane,Glen,Collier,53,Lodger,Divorced,Male,Learning disability nurse,None,Christian
2425,12,Forgottencrib Lane,Nathan,Harris,25,Lodger,Single,Male,"Designer, fashion/clothing",None,None
2426,12,Forgottencrib Lane,Melissa,Lyons,41,Lodger,Single,Female,Investment analyst,None,Catholic
2427,13,Forgottencrib Lane,Terry,Warner,25,Head,Single,Male,"Designer, textile",None,None
2428,13,Forgottencrib Lane,James,Harrison,25,None,Single,Male,Social researcher,None,None
2429,13,Forgottencrib Lane,Joanne,Smith,22,None,Single,Female,University Student,None,None
2430,13,Forgottencrib Lane,Karl,Roberts,22,None,Single,M,University Student,None,None
2431,13,Forgottencrib Lane,Oliver,Griffin,22,None,Single,Male,University Student,None,None
2432,14,Forgottencrib Lane,Jill,Woodward,37,Head,Married,Female,Hydrogeologist,None,None
2433,14,Forgottencrib Lane,Clive,Woodward,39,Husband,Married,m,Publishing copy,None,None
2434,14,Forgottencrib Lane,Bruce,Woodward,3,Son,NA,Male,Child,None,NA
2435,14,Forgottencrib Lane,Donna,Woodward,2,Daughter,NA,Female,Child,None,NA
2436,14,Forgottencrib Lane,Elliot,Woodward,2,Son,NA,Male,Child,None,NA
2437,15,Forgottencrib Lane,Charlene,Davis,70,Head,Married,Female,"Retired Conservation officer, historic buildings",None,Christian
2438,15,Forgottencrib Lane,Adrian,Davis-Patel,70,Husband,Married,Male,"Retired Administrator, education",None,Christian
2439,15,Forgottencrib Lane,Georgia,Davis-Patel,49,Daughter,Divorced,Female,Theme park manager,None,Christian
2440,15,Forgottencrib Lane,Malcolm,Davis-Patel,47,Son,Single,Male,Nutritional therapist,None,Christian
2441,15,Forgottencrib Lane,Charlene,Davis-Patel,43,Daughter,Single,Female,"Designer, furniture",None,Christian
2442,15,Forgottencrib Lane,Gillian,Davis-Patel,39,Daughter,Single,Female,"Conservation officer, historic buildings",None,None
2443,15,Forgottencrib Lane,June,Davis-Patel,37,Daughter,Single,Female,Sports administrator,None,Christian
2444,15,Forgottencrib Lane,Karl,Davis-Patel,33,Son,Single,Male,Estate agent,None,Christian
2445,15,Forgottencrib Lane,George,Davis-Patel,32,Son,Single,Male,Actor,None,None
2446,15,Forgottencrib Lane,Lydia,Davis-Patel,29,Daughter,Single,Female,"Engineer, mining",None,Christian
2447,15,Forgottencrib Lane,Sian,Davis-Patel,10,Daughter,NA,Female,Student,None,NA
2448,16,Forgottencrib Lane,Brenda,Cooke,54,Head,Married,Female,Accounting technician,None,Christian
2449,16,Forgottencrib Lane,Josh,Cooke,60,Husband,Married,Male,"Engineer, civil (contracting)",None,Christian
2450,16,Forgottencrib Lane,Damien,Bull-Cooke,25,Son,Single,Male,"Administrator, local government",None,None
2451,17,Forgottencrib Lane,Kate,Thompson,45,Head,Married,Female,Medical illustrator,None,Christian
2452,17,Forgottencrib Lane,William,Thompson,45,Husband,Married,Male,Analytical chemist,None,Christian
2453,17,Forgottencrib Lane,Stuart,Thompson,12,Son,NA,Male,Student,None,NA
2454,17,Forgottencrib Lane,Mandy,Thompson,8,Daughter,NA,Female,Student,None,NA
2455,17,Forgottencrib Lane,Carol,Thompson,1,Daughter,NA,female,Child,None,NA
2456,18,Forgottencrib Lane,Anne,Morris,75,Head,Married,Female,Retired Meteorologist,None,Christian
2457,18,Forgottencrib Lane,Christopher,Morris,77,Husband,Married,Male,Retired Medical secretary,None,Christian
2458,18,Forgottencrib Lane,Roger,Morris,48,Son,Divorced,Male,Public affairs consultant,None,None
2459,18,Forgottencrib Lane,Guy,Morris,45,Son,Single,Male,Warden/ranger,None,Christian
2460,18,Forgottencrib Lane,Terry,Morris,43,Adopted Son,Single,Male,"Optician, dispensing",None,Christian
2461,19,Forgottencrib Lane,Louise,Davies,40,Head,Married,Female,Physiological scientist,None,Christian
2462,19,Forgottencrib Lane,Marcus,Davies,47,Husband,Married,Male,Unemployed,None,None
2463,19,Forgottencrib Lane,Kate,Webb-Davies,8,Daughter,NA,Female,Student,None,NA
2464,19,Forgottencrib Lane,Ben,Webb-Davies,7,Son,NA,Male,Student,None,NA
2465,19,Forgottencrib Lane,Allan,Webb-Davies,4,Son,NA,Male,Child,None,NA
2466,20,Forgottencrib Lane,Paula,Riley,37,Head,Single,Female,Unemployed,None,None
2467,20,Forgottencrib Lane,Katy,Riley,13,Daughter,NA,Female,Student,None,NA
2468,20,Forgottencrib Lane,Iain,Riley,13,Son,NA,Male,Student,None,NA
2469,20,Forgottencrib Lane,Timothy,Riley,12,Son,NA,Male,Student,None,NA
2470,20,Forgottencrib Lane,Shane,Riley,8,Son,NA,Male,Student,None,NA
2471,21,Forgottencrib Lane,Kayleigh,White,66,Head,Married,Female,Civil Service fast streamer,None,Methodist
2472,21,Forgottencrib Lane,Nigel,White,64,Husband,Married,Male,Brewing technologist,None,Methodist
2473,21,Forgottencrib Lane,Martin,White,32,Son,Single,Male,Chief Marketing Officer,None,None
2474,21,Forgottencrib Lane,Donna,White,28,Daughter,Single,Female,Garment/textile technologist,None,None
2475,21,Forgottencrib Lane,Nigel,White,26,Son,Single,Male,Telecommunications researcher,None,Methodist
2476,21,Forgottencrib Lane,Leanne,White,23,Daughter,Single,Female,Industrial/product designer,None,Methodist
2477,21,Forgottencrib Lane,Denise,White,19,Daughter,Single,Female,University Student,None,Methodist
2478,21,Forgottencrib Lane,Trevor,White,16,Son,NA,Male,Student,None,NA
2479,21,Forgottencrib Lane,Glenn,White,15,Son,NA,Male,Student,None,NA
2480,21,Forgottencrib Lane,Ricky,White,13,Son,NA,Male,Student,None,NA
2481,21,Forgottencrib Lane,Declan,White,9,Son,NA,Male,Student,None,NA
2482,22,Forgottencrib Lane,Dean,Slater,38,Head,Single,Male,Fashion designer,None,None
2483,22,Forgottencrib Lane,Carole,Hall,36,Partner,Single,female,Land/geomatics surveyor,None,None
2484,22,Forgottencrib Lane,Sean,Banks-Slater,10,Son,NA,Male,Student,None,NA
2485,22,Forgottencrib Lane,Patrick,Banks-Slater,7,Son,NA,Male,Student,None,NA
2486,22,Forgottencrib Lane,Michelle,Banks-Slater,6,Daughter,NA,Female,Student,None,NA
